Sl no.,Hotel Name,PartnerRef,POS,Bid CPC,Opportunity CPC,Hotel Impr,Clicks,Cost,Avg. CPC,Top Pos Share,Impr Share,Outbid Ratio,Beat,Meet,Lose,Unavailability,Max Potential,Bookings,Booking Rate,CPA,Gross Rev,ABV,Booking Value Index,Net Rev,Net Rev/Click,Profit,ROAS,Margin,Region,Country,City,Stars,Rating
5769,OYO 10947 Home 1BHK Hill View Sattal,NAN232,IN,0.19,,57,0,0,,0.9649,0.9649,0,0.9649,0,0,0.0351,43,0,,,0,,Above Average,0,,0,,,Uttarakhand,India,Nainital,0,83.14
5770,OYO 12440 Home Graceful 2BHK Calangute,GOA1289,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Goa,India,Vasco da Gama,0,
5771,OYO 8973 Sai Ramesh Apartments,CHN467,IN,0.14,0.35,4365,0,0,,0.0018,0.9072,0,0.0385,0.0002,0.8685,0.0928,3627,0,,,0,,Below Average,0,,0,,,Tamil Nadu,India,Chennai,3,79.01
5772,OYO 11565 V V Pride,HYD522,IN,0.25,0.32,312,0,0,,0.1923,0.9808,0,0.1282,0,0.8526,0.0192,263,0,,,0,,Above Average,0,,0,,,Telangana,India,Hyderabad,3,84.45
5773,OYO 8497 Hotel Aerotech,DEL724,IN,0.18,0.56,715,0,0,,0.3287,0.8951,0,0.1217,0,0.7734,0.1049,562,0,,,0,,Low,0,,0,,,Delhi,India,Delhi,3,83.69
5774,Oyo 13881 Home Cozy 1 Bhk Peacefull Naddi,DHM079,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Palampur,0,
5775,OYO 2048 Hotel Le Grand,JAI121,IN,0.32,0.38,33,0,0,,1,1,0,1,0,0,0,28,0,,,0,,Low,0,,0,,,Rajasthan,India,Jaipur,3,84.85
5776,OYO 9027 Hotel Orchid Regency,BLI012,IN,0.13,,272,0,0,,0.0331,0.0368,0,0.0368,0,0,0.9632,3,0,,,0,,Low,0,,0,,,Chhattisgarh,India,Bhilai,3,83.03
5777,OYO 3914 Hotel Legend,AHM191,IN,0.27,0.48,35,0,0,,1,1,0,1,0,0,0,29,0,,,0,,Above Average,0,,0,,,Gujarat,India,Ahmedabad,0,81.73
5778,OYO 8265 The Olive Inn,DEL711,IN,0.2,0.22,817,0,0,,0.0575,0.8152,0,0.0588,0,0.7564,0.1848,516,1,,0,19.43,19.43,Below Average,0,,0,,0,Delhi,India,Delhi,3,83.28
5779,FabExpress Anokhi Palace Bani Park,JAI033,IN,0.21,0.38,2924,0,0,,0.0034,0.7408,0,0.1074,0.0003,0.633,0.2592,1666,0,,,0,,Average,0,,0,,,Rajasthan,India,Jaipur,3,84.06
5780,OYO 11964 Home Stately 1BHK Studio Arpora,GOA1234,IN,0.12,,170,0,0,,0.7647,0.7882,0.0074,0.0471,0.0118,0.7294,0.2118,112,0,,,0,,Above Average,0,,0,,,Goa,India,Arpora,0,81.88
5781,OYO 11390 Vaibhav Residency,BLR805,IN,0.3,0.44,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Karnataka,India,Bengaluru,3,78.08
5782,OYO 12710 Home Elegant 2BHK Betalbatim,GOA1322,IN,0.16,,110,0,0,,0.8182,0.8182,0,0.8091,0,0.0091,0.1818,91,0,,,0,,Above Average,0,,0,,,Goa,India,Velha Goa,0,80.84
5783,OYO 1792 near Railway Station,PAT007,IN,0.3,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Bihar,India,Patna,3,86.75
5784,OYO 12836 Home Peaceful 2BHK Taleigao,GOA1332,IN,0.24,,10,0,0,,0,0.1,0.9375,0,0,1,0,11,0,,,0,,Low,0,,0,,,Goa,India,Velha Goa,0,83.44
5785,OYO 15498 Emmanuel Beach Resort,GOA190,IN,0.24,,9,0,0,,1,1,0,1,0,0,0,7,0,,,0,,Low,0,,0,,,Goa,India,Velha Goa,3,81.81
5786,OYO 168 Aira Hotel,MY_KLM082,IN,0.28,,11,0,0,,1,1,0,0.5455,0,0.4545,0,8,0,,,0,,Low,0,,0,,,Kuala Lumpur,Malaysia,Kuala Lumpur,0,77.34
5787,OYO 13144 Home 1BHK Morjim Beach,GOA1407,IN,0.21,0.38,70,0,0,,0.4429,0.7571,0,0.3143,0,0.4429,0.2429,42,0,,,0,,Above Average,0,,0,,,Goa,India,Morjim,0,
5788,OYO 9738 Hotel House Khas Suites,NSK039,IN,0.13,,63,0,0,,0.9524,0.9524,0,0.9524,0,0,0.0476,56,0,,,0,,Above Average,0,,0,,,Maharashtra,India,Nashik,3,84.57
5789,OYO 11516 Wayanad Royal Stream,WND071,IN,0.26,,72,0,0,,0.0972,0.1667,0,0.0417,0,0.125,0.8333,13,0,,,0,,Low,0,,0,,,Kerala,India,Wayanad,3,
5790,OYO 12241 Home 2RK Shoghi,SHM303,IN,0.15,,30,0,0,,1,1,0,1,0,0,0,28,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Shimla,0,80.43
5791,OYO 905 Galaxy View Hotel,ALD001,IN,0.23,,20,0,0,,0.6,0.6,0,0.6,0,0,0.4,12,0,,,0,,Low,0,,0,,,Uttar Pradesh,India,Allahabad,3,81.46
5792,OYO 458 Hotel Tuliip Residency,MUM031,IN,0.21,0.38,141,0,0,,0.0851,0.1418,0,0.0567,0,0.0851,0.8582,18,0,,,0,,Low,0,,0,,,Maharashtra,India,Mumbai,3,67.26
5793,OYO 13164 Home Boutique Hill View Fagu,SHM354,IN,0.18,,45,0,0,,0.9333,0.9333,0,0.8444,0,0.0889,0.0667,40,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Shimla,0,
5794,OYO 10665 Sector 20,NOD288,IN,0.2,,323,0,0,,0.5046,0.7585,0,0.4799,0,0.2786,0.2415,252,0,,,0,,Above Average,0,,0,,,Delhi,India,Delhi,3,83.27
5795,OYO 10741 Home Peaceful 4BHK Villa Mapusa,GOA942,IN,0.13,,24,0,0,,1,1,0,1,0,0,0,17,0,,,0,,Above Average,0,,0,,,Goa,India,Velha Goa,0,81.03
5796,OYO 3203 Hotel Archie Regency,RCH026,IN,0.26,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Jharkhand,India,Ranchi,3,78.45
5797,OYO 11584 Home Modern Studio Apartment,SHM273,IN,0.18,,66,0,0,,1,1,0,0.4091,0,0.5909,0,63,0,,,0,,Average,0,,0,,,Himachal Pradesh,India,Solan,0,83.4
5798,OYO 10728 Home Near Calangute Beach,GOA1090,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Goa,India,Calangute,0,80.7
5799,OYO 11491 Hotel Santro,AHM338,IN,0.14,0.56,1035,0,0,,0.0155,0.8908,0,0.0473,0,0.8435,0.1092,787,0,,,0,,Low,0,,0,,,Gujarat,India,Ahmedabad,3,81.59
5800,OYO 9537 Hotel Park Grace,HRD115,IN,0.16,,325,0,0,,0.0277,0.0554,0,0.0123,0,0.0431,0.9446,14,0,,,0,,Low,0,,0,,,Uttarakhand,India,Haridwar,3,82.16
5801,OYO 10773 Home 2BHK Valley View Khutani Bhimtal,NAN207,IN,0.2,,301,0,0,,0.1395,0.3621,0,0.3455,0,0.0166,0.6379,83,0,,,0,,Above Average,0,,0,,,Uttarakhand,India,Nainital,0,84.17
5802,OYO 9561 Hotel Gopalas Residency,MUM593,IN,0.3,,20,0,0,,0.55,0.55,0,0.55,0,0,0.45,8,0,,,0,,Low,0,,0,,,Maharashtra,India,Mumbai,3,
5803,Treebo JD Residency,CHA321,IN,0.13,0.38,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Punjab,India,Chandigarh,3,84.3
5804,OYO 10903 Ninja Home Stay,TKD038,IN,0.27,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Kerala,India,Thekkady,3,
5805,OYO 8455 Hotel Akash,MCD065,IN,0.25,0.37,2610,0,0,,0.0123,0.0448,0,0.0027,0,0.0421,0.9552,86,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Dharamsala,3,81.71
5806,OYO 14306 Advantage Homes,GRG915,IN,0.31,,31,0,0,,1,1,0,1,0,0,0,25,0,,,0,,Low,0,,0,,,Haryana,India,Gurgaon,3,80.54
5807,OYO 1789 Hotel La - Fontana,GOA113,IN,0.26,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Goa,India,Margao,3,
5808,Oyo 12881 Home 2 Bhk Bhattakufer,SHM343,IN,0.19,,1,0,0,,1,1,0,1,0,0,0,1,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Shimla,0,
5809,OYO 9264 Corbett Jungle Holiday Resort,CRT052,IN,0.26,,5,0,0,,0.2,0.2,0,0.2,0,0,0.8,1,0,,,0,,Low,0,,0,,,Uttarakhand,India,Ramnagar,3,82.4
5810,OYO 9101 Shoghi Eco Valley,SHM173,IN,0.3,,3,0,0,,1,1,0,1,0,0,0,2,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Shimla,3,
5811,Oyo 13693 Home Royal Wood 3bhk Mall Road,MUS137,IN,0.23,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Uttarakhand,India,Mussoorie,0,
5812,Oyo 14222 Home Deluxe 1bhk Aiport Inn Kullu Airport,MNL372,IN,0.19,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Kullu,0,83.11
5813,OYO 10365 Hotel RR,NAG059,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Maharashtra,India,Nagpur,3,
5814,OYO 2686 Hotel Shaurya,GOA219,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Goa,India,Velha Goa,3,
5815,Oyo 13538 Home 1rk Parwanoo,KAS070,IN,0.15,,304,0,0,,0.4178,0.898,0,0.5,0.0099,0.3882,0.102,221,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Kasauli,0,
5816,OYO 8897 Resort August Residency,WND047,IN,0.23,0.38,788,0,0,,0.6168,0.9327,0,0.1079,0,0.8249,0.0673,671,0,,,0,,Above Average,0,,0,,,Kerala,India,Wayanad,3,86.44
5817,OYO 9808 Hotel Prem Sagar,LDH059,IN,0.18,,43,0,0,,0.9302,0.9302,0,0.9302,0,0,0.0698,28,0,,,0,,Above Average,0,,0,,,Punjab,India,Ludhiana,3,81.74
5818,OYO 11365 Theap Hotel,GZB067,IN,0.28,,130,0,0,,0.0692,0.0692,0,0.0692,0,0,0.9308,7,0,,,0,,Low,0,,0,,,Uttar Pradesh,India,Ghaziabad,3,
5819,OYO 3004 Hotel Star City,CHA084,IN,0.15,0.38,1119,0,0,,0.1814,0.8677,0,0.0697,0,0.798,0.1323,743,0,,,0,,Average,0,,0,,,Punjab,India,Chandigarh,3,81.07
5820,OYO 9987 Zap Stays,GRG814,IN,0.07,0.09,15,0,0,,0.8,0.8,0.9905,1,0,0,0,347,0,,,0,,Above Average,0,,0,,,Haryana,India,Gurgaon,3,81.69
5821,OYO 15946 Hotel Barog Villa,KAS100,IN,0.07,,288,0,0,,0.8021,0.8021,0.9272,0.8194,0,0,0.1806,871,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Kasauli,3,85.35
5822,OYO 9335 Hotel Cloud 7,NAN170,IN,0.25,,9,0,0,,1,1,0,1,0,0,0,3,0,,,0,,Low,0,,0,,,Uttarakhand,India,Nainital,3,
5823,OYO 14604 Green View Residency,ALP099,IN,0.14,,131,0,0,,0.8015,0.8015,0,0.7939,0,0.0076,0.1985,72,0,,,0,,Above Average,0,,0,,,Kerala,India,Alappuzha,3,84.94
5824,OYO 13149 Home Hill View Bharari,SHM353,IN,0.24,0.67,1211,0,0,,0.0446,0.9761,0,0.1032,0.0058,0.8671,0.0239,1136,0,,,0,,Average,0,,0,,,Himachal Pradesh,India,Shimla,0,85.89
5825,OYO 10347 Hotel Deepak,JAI385,IN,0.11,0.17,73,0,0,,0.9726,0.9726,0,0.4795,0,0.4932,0.0274,70,0,,,0,,Low,0,,0,,,Rajasthan,India,Jaipur,3,77.01
5826,OYO 8577 near Mall Road,DRG080,IN,0.24,0.27,6,0,0,,0.8333,0.8333,0,0.8333,0,0,0.1667,3,0,,,0,,Low,0,,0,,,West Bengal,India,Darjeeling,3,
5827,OYO 13243 Hotel City Castle,MUS125,IN,0.26,,13,0,0,,1,1,0,1,0,0,0,13,0,,,0,,Low,0,,0,,,Uttarakhand,India,Mussoorie,3,82.88
5828,OYO 12543 Maple Tree,BLR839,IN,0.31,0.49,6,0,0,,1,1,0,0,0,1,0,6,0,,,0,,Low,0,,0,,,Karnataka,India,Bengaluru,3,87.27
5829,OYO 10631 Hotel Roopa,MLR031,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Karnataka,India,Mangalore,3,78.77
5830,OYO 13791 Mount Winds,ABU050,IN,0.07,,281,0,0,,0.8292,0.9004,0.8845,0.9288,0,0.0071,0.0641,727,0,,,0,,Above Average,0,,0,,,Rajasthan,India,Mount Abu,3,77.81
5831,Oyo 14018 Home Doon View 3bhk Barlowganj,MUS154,IN,0.16,,14,0,0,,0.9286,0.9286,0,0.9286,0,0,0.0714,11,0,,,0,,Low,0,,0,,,Uttarakhand,India,Mussoorie,0,81.15
5832,Oyo 12159 Home Premium 2bhk Near Airport,GOA1252,IN,0.27,,1,0,0,,1,1,0,1,0,0,0,0,0,,,0,,Low,0,,0,,,Goa,India,Vasco da Gama,0,80.12
5833,OYO 14100 Hotel D Meridien,MNS012,IN,0.12,,330,0,0,,1,1,0,0.997,0,0.003,0,330,0,,,0,,Above Average,0,,0,,,Haryana,India,Gurgaon,3,81.43
5834,OYO 258 Hotel SMC Alam Avenue,MY_KLM152,IN,0.31,,8,0,0,,1,1,0,0,0,1,0,8,0,,,0,,Low,0,,0,,,Selangor,Malaysia,Shah Alam,0,80.02
5835,OYO 14248 Hotel Anfield,SHM168,IN,0.3,,2,0,0,,1,1,0,1,0,0,0,1,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Shimla,3,
5836,The Regalia,GOA1633,IN,0.13,,3,0,0,,1,1,0,1,0,0,0,3,0,,,0,,Low,0,,0,,,Goa,India,Morjim,3,90.04
5837,OYO 794 Hotel East Palace,KOL013,IN,0.29,,6,0,0,,0.3333,0.3333,0,0.3333,0,0,0.6667,2,0,,,0,,Low,0,,0,,,West Bengal,India,Kolkata,3,81.12
5838,OYO 10861 Home Cozy 1BHK New Shimla,SHM246,IN,0.15,,117,0,0,,1,1,0,0.8718,0,0.1282,0,115,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Solan,0,82.63
5839,OYO 6558 SD Royal Inn,GRG743,IN,0.24,0.44,6,0,0,,1,1,0,1,0,0,0,6,0,,,0,,Low,0,,0,,,Haryana,India,Gurgaon,3,82.91
5840,OYO 9074 Mascot Treo,NOD249,IN,0.11,0.24,2691,0,0,,0.0015,0.9056,0.0029,0.0457,0.0019,0.858,0.0944,2313,0,,,0,,Low,0,,0,,,Uttar Pradesh,India,Ghaziabad,3,87.81
5841,OYO 11391 Sargam Cineplex,BHO013,IN,0.25,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Madhya Pradesh,India,Bhopal,3,82.59
5842,OYO 12433 Home Sea View 2BHK Near White Town,PNY124,IN,0.28,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Pondicherry,India,Puducherry,0,81.77
5843,OYO 135 Lost Garden Apartment and Guest House,NP_KTM029,IN,0.31,0.55,95,0,0,,0.0842,0.9158,0,0.2211,0,0.6947,0.0842,82,0,,,0,,Above Average,0,,0,,,Madhya,Nepal,Kathmandu,0,87.06
5844,OYO 5422 Hotel Shree Gopal Residency,AHM232,IN,0.11,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Gujarat,India,Ahmedabad,3,81.56
5845,Oyo 14305 Home Beach View Studio Morjim,GOA1541,IN,0.15,,53,0,0,,0.4151,0.7925,0,0.6981,0,0.0943,0.2075,29,0,,,0,,Above Average,0,,0,,,Goa,India,Morjim,0,
5846,OYO 13885 Metro residency,MUM688,IN,0.25,,0,0,0,,,,,,,,,0,1,,0,22.63,22.63,Low,0,,0,,0,Maharashtra,India,Mumbai,3,80.55
5847,OYO 3095 Hotel Jai Mahal,UDP038,IN,0.26,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Rajasthan,India,Udaipur,3,
5848,Oyo 13754 Brindawan  And Resorts,SRG052,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,West Bengal,India,Siliguri,0,81.48
5849,OYO 7640 TS2,BLR580,IN,0.25,0.49,244,0,0,,0.4795,0.8115,0,0.041,0.0041,0.7664,0.1885,177,0,,,0,,Above Average,0,,0,,,Karnataka,India,Bengaluru,3,89.55
5850,OYO 9414 Golden Nest,MYS085,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Karnataka,India,Mysore,3,81.25
5851,OYO 12686 Home Modern 2BHK Varca,GOA1309,IN,0.2,,138,0,0,,0.413,0.9058,0,0.3913,0,0.5145,0.0942,116,0,,,0,,Above Average,0,,0,,,Goa,India,Velha Goa,0,80
5852,OYO 7136 Solitaire Residency,MUM462,IN,0.21,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Maharashtra,India,Bhiwandi,3,82.31
5853,OYO 11502 Hotel Grande,CHA335,IN,0.16,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Punjab,India,Zirakpur,3,
5854,FabHotel Maan Residency Satellite Road,AHM200,IN,0.21,0.75,2161,0,0,,0.0028,0.1384,0,0.0116,0,0.1268,0.8616,231,0,,,0,,Low,0,,0,,,Gujarat,India,Ahmedabad,3,79.14
5855,OYO 13106 Home 2BHK Arpora Beach,GOA1401,IN,0.16,,65,0,0,,0.9692,0.9692,0.2125,1,0,0,0,63,0,,,0,,Above Average,0,,0,,,Goa,India,Arpora,0,83.02
5856,OYO 6851 Hotel Atithi,LDH030,IN,0.11,,359,0,0,,0.0223,0.0585,0,0.0028,0,0.0557,0.9415,19,0,,,0,,Low,0,,0,,,Punjab,India,Ludhiana,3,75.03
5857,OYO 10978 Home Studio Betim,GOA1128,IN,0.16,,125,0,0,,0.784,0.904,0,0.648,0,0.256,0.096,85,0,,,0,,Above Average,0,,0,,,Goa,India,Velha Goa,0,82.69
5858,OYO 8761 Hotel Mall View,GRG103,IN,0.2,0.35,191,0,0,,0.6597,0.8429,0,0.4974,0.0052,0.3403,0.1571,125,0,,,0,,Average,0,,0,,,Haryana,India,Gurgaon,3,85.2
5859,OYO 10396 Boulevard Residences,BLR751,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Karnataka,India,Bengaluru,3,80.73
5860,OYO 2902 Hotel Lal's Haveli,DEL361,IN,0.21,0.69,2588,0,0,,0.0046,0.0093,0,0.0004,0,0.0089,0.9907,11,0,,,0,,Low,0,,0,,,Delhi,India,Delhi,3,77.83
5861,OYO 12695 Home Cosy Studio Himuda Sanjauli,SHM327,IN,0.15,,39,0,0,,0.9487,0.9744,0,0.9487,0,0.0256,0.0256,30,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Shimla,0,84.01
5862,OYO 15819 Hotel The Relax,SRI144,IN,0.14,,30,0,0,,1,1,0,1,0,0,0,26,0,,,0,,Low,0,,0,,,Jammu and Kashmir,India,Srinagar,3,
5863,OYO 8909 Hotel Grand,HRD109,IN,0.28,,30,0,0,,1,1,0,1,0,0,0,24,0,,,0,,Low,0,,0,,,Uttarakhand,India,Haridwar,3,80.82
5864,OYO 11534 Hotel Laila palace,SLM014,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Tamil Nadu,India,Salem,3,81.54
5865,OYO 4685 Baikuntha Palace,PUR059,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Odisha,India,Puri,3,78.9
5866,Oyo 14365 Home Modern Oak Apertement  2bhk Kachighati,SHM429,IN,0.19,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Shimla,0,
5867,OYO 10305 Home 1 BHK Himsutra Bhattakufar,SHM256,IN,0.12,,55,0,0,,0.7273,0.7273,0,0.7273,0,0,0.2727,26,0,,,0,,Above Average,0,,0,,,Himachal Pradesh,India,Solan,0,82.33
5868,OYO 6012 Hotel Rockwell,JAI252,IN,0.19,,134,0,0,,0.7015,0.7164,0,0.0299,0,0.6866,0.2836,58,0,,,0,,Above Average,0,,0,,,Rajasthan,India,Jaipur,3,87.76
5869,Oyo 13871 Home Studio Cottage Kanyal Road,MNL354,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Manali,0,
5870,OYO 13293 Home Luxury Villa Canal Road,DHN153,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Uttarakhand,India,Dehradun,0,
5871,OYO 12026 Planter's Villa,MNR136,IN,0.29,,1,0,0,,1,1,0,1,0,0,0,1,0,,,0,,Low,0,,0,,,Kerala,India,Munnar,3,80.32
5872,OYO 1153 The Sky Hotel,GOA1153,IN,0.18,,26,0,0,,0.6923,0.6923,0,0.6538,0,0.0385,0.3077,14,0,,,0,,High,0,,0,,,Goa,India,Calangute,3,78.68
5873,Wingait Inn,SHM156,IN,0.3,,108,0,0,,0.1759,0.1759,0,0.037,0,0.1389,0.8241,20,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Shimla,3,74.39
5874,OYO 13227 Home Oxygen 1BHK,DHN149,IN,0.27,0.38,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Uttarakhand,India,Dehradun,0,
5875,OYO 13017 Hotel Hill View and Garden,DHN138,IN,0.19,0.38,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Uttarakhand,India,Dehradun,3,84.27
5876,OYO 10416 near Central Bus Stand,AUR040,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Maharashtra,India,Aurangabad,3,81.91
5877,Oyo 193 City Kuchai,MY_KLM110,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Kuala Lumpur,Malaysia,Kuala Lumpur,0,81.95
5878,OYO 10901 The Woodbine,MNL259,IN,0.13,0.2,119,0,0,,0.7143,0.8067,0,0.7731,0,0.0336,0.1933,75,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Kullu,3,82.62
5879,Oyo 13697 Home Exotic Hill View Studio Naggar Road,MNL325,IN,0.14,,15,0,0,,0.4667,0.5333,0,0.5333,0,0,0.4667,8,0,,,0,,Low,0,,0,,,Himachal Pradesh,India,Manali,0,82.07
5880,OYO 107 Durbar Inn,NP_PKR018,IN,0.31,0.48,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Pašcim,Nepal,Pokhara,0,78.49
5881,OYO 8884 The City Living,BLR634,IN,0.42,,166,0,0,,0,0.0723,0,0,0,0.0723,0.9277,12,0,,,0,,Low,0,,0,,,Karnataka,India,Bengaluru,3,77.01
5882,OYO 9558 Hotel Chhavi Holidays,JAI353,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Rajasthan,India,Jaipur,3,
5883,OYO 10393 Hotel K K 2,CHA308,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Punjab,India,Chandigarh,3,82.69
5884,OYO 11323 Home Elegant 3BHK Dona Paula Beach,GOA1104,IN,0.12,0.37,179,0,0,,1,1,0,1,0,0,0,180,0,,,0,,Above Average,0,,0,,,Goa,India,Margao,0,80.53
5885,OYO 9980 Violet Guest House,KOL590,IN,0.29,0.31,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,West Bengal,India,Kolkata,3,84.61
5886,Oyo Home 9891 Modern 2bhk Villa Vagator,GOA1031,IN,0.18,,210,0,0,,0.5762,0.5762,0,0.5048,0,0.0714,0.4238,115,0,,,0,,Above Average,0,,0,,,Goa,India,Velha Goa,0,84.63
5887,OYO 7710 Kundan Regency,SHI037,IN,0.14,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Maharashtra,India,Shirdi,3,77.3
5888,OYO 8241 Hotel Green Park,DRG075,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,West Bengal,India,Darjeeling,3,
5889,OYO 6823 Apartment Bellandur,BLR516,IN,0.13,0.33,1687,0,0,,0.0047,0.933,0.0006,0.0296,0.0012,0.9028,0.0664,1273,0,,,0,,Low,0,,0,,,Karnataka,India,Bengaluru,3,82.67
5890,OYO 10757 Trippers Stay,COG142,IN,0.24,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Karnataka,India,Kodagu,3,80.55
5891,OYO 10837 Home Classic 2BHK Near Majorda Beach,GOA1168,IN,0.21,,205,0,0,,0.7756,0.8634,0,0.8293,0,0.0341,0.1366,151,0,,,0,,Above Average,0,,0,,,Goa,India,Majorda,0,81.31
5892,OYO 14326 Hotel D Plaza,CHA377,IN,0.31,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Punjab,India,Chandigarh,3,81.21
5893,OYO 4689 New Imperial Residency,MUM340,IN,0.2,,24,0,0,,0.8333,0.8333,0,0.8333,0,0,0.1667,17,0,,,0,,Low,0,,0,,,Maharashtra,India,Mumbai,3,82.26
5894,OYO 12852 Home Peaceful 2BHK Ashwem,GOA1335,IN,0.17,,84,0,0,,0.9286,1,0,1,0,0,0,86,0,,,0,,Above Average,0,,0,,,Goa,India,Velha Goa,0,
5895,OYO 11043 Hotel Rudra Vilas,AGR145,IN,0.27,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Uttar Pradesh,India,Agra,3,80.81
5896,OYO 10774 Home 2BHK Singh Cottage Bhimtal,NAN210,IN,0.33,,918,0,0,,0.159,0.8301,0,0.7974,0,0.0327,0.1699,670,0,,,0,,Above Average,0,,0,,,Uttarakhand,India,Nainital,0,81.38
5897,OYO 12814 Home 1BHK Hill Valley Shyamkhet,NAN264,IN,0.13,,35,0,0,,0.9143,0.9143,0,0.4,0,0.5143,0.0857,25,0,,,0,,Above Average,0,,0,,,Uttarakhand,India,Nainital,0,80.56
5898,OYO 9803 Cosy Lake Villa,ALP075,IN,0.28,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Kerala,India,Alappuzha,3,83.11
5899,Oyo 14021 Home Peaceful 1bhk Morjim,GOA1503,IN,0.15,,39,0,0,,0.7692,0.8205,0,0.6154,0,0.2051,0.1795,26,0,,,0,,Above Average,0,,0,,,Goa,India,Morjim,0,
5900,OYO 11493 Hotel Misty Valley,MNR133,IN,0.26,,28,0,0,,1,1,0,1,0,0,0,20,0,,,0,,Above Average,0,,0,,,Kerala,India,Munnar,3,80.16
5901,OYO 8463 Bluemoon Grand,BLR616,IN,0.17,0.24,343,0,0,,0.0437,0.9009,0,0.0933,0,0.8076,0.0991,217,0,,,0,,Average,0,,0,,,Karnataka,India,Bengaluru,3,86.15
5902,OYO 3540 Hotel Forever Rooms,UDP044,IN,0.26,,211,0,0,,0.0853,0.0853,0,0.0853,0,0,0.9147,16,0,,,0,,Low,0,,0,,,Rajasthan,India,Udaipur,3,
5903,OYO 4824 Hotel Star,KOC090,IN,0.3,,0,0,0,,,,,,,,,0,0,,,0,,Low,0,,0,,,Kerala,India,Kochi,3,85.57
5904,OYO 15209 Hotel Merimaid,MNR153,IN,0.15,,66,0,0,,1,1,0,1,0,0,0,49,0,,,0,,Above Average,0,,0,,,Kerala,India,Munnar,0,84.3
